,phrase,label,sentiment,subjectivity,language,count
LNG-Lieferung,LNG-Lieferung,MISC,,,de,1
Kinder lieben Schnee,Kinder lieben Schnee,MISC,,,de,1
SolarSaga,SolarSaga,MISC,,,de,1
PRO Powerstation,PRO Powerstation,MISC,,,de,1
Staa…,Staa…,MISC,,,de,1
Der Klimawandel,Der Klimawandel,MISC,,,de,1
Ifo-Geschäftsklima,Ifo-Geschäftsklima,MISC,0.0,0.0,de,1
Unsere Haut,Unsere Haut,MISC,,,de,1
Notfallkoffer:,Notfallkoffer:,MISC,,,de,1
Hohe Heizkosten: Wie man den Winter auf den Kanaren,Hohe Heizkosten: Wie man den Winter auf den Kanaren,MISC,,,de,1
Black-Friday-Sales,Black-Friday-Sales,MISC,,,de,1
"Nachrichten  NDR.de
</li><li>Coronavirus-Blog","Nachrichten  NDR.de
</li><li>Coronavirus-Blog",MISC,,,de,1
Nachrichten  ND…,Nachrichten  ND…,MISC,,,de,1
"Uhr
","Uhr
",MISC,,,de,1
Nasskaltes Wochenende:,Nasskaltes Wochenende:,MISC,,,de,1
Deutschland 2022,Deutschland 2022,MISC,,,de,1
HCI,HCI,MISC,,,de,1
Internet-Anwender,Internet-Anwender,MISC,,,de,1
Ifo-Index,Ifo-Index,MISC,,,de,1
oberbayerische,oberbayerische,MISC,,,de,1
Die Stimmung in den Chefetagen deutscher Firmen,Die Stimmung in den Chefetagen deutscher Firmen,MISC,,,de,1
Weltuntergang,Weltuntergang,MISC,,,de,1
Doomscrolling,Doomscrolling,MISC,,,de,1
Tausende Euro,Tausende Euro,MISC,,,de,1
Ent…,Ent…,MISC,,,de,1
Playmobil,Playmobil,MISC,,,de,1
pro Jahr,pro Jahr,MISC,,,de,1
Blackout-Warnung,Blackout-Warnung,MISC,,,de,1
Wärmestuben,Wärmestuben,MISC,0.0,0.0,de,1
Ritter und Bettler,Ritter und Bettler,MISC,,,de,1
Covid-Welle,Covid-Welle,MISC,,,de,1
BQ.1.1,BQ.1.1,MISC,,,de,1
"Energiepauschale, Fahrplanwechsel","Energiepauschale, Fahrplanwechsel",MISC,,,de,1
Gasausstieg,Gasausstieg,MISC,,,de,1
Deutsche R…,Deutsche R…,MISC,,,de,1
Adventsingen: Neustart,Adventsingen: Neustart,MISC,,,de,1
Pandemie-Pause.,Pandemie-Pause.,MISC,,,de,1
Jahr 2015,Jahr 2015,MISC,,,de,1
Angriff Russlands,Angriff Russlands,MISC,,,de,1
nächsten Jahr,nächsten Jahr,MISC,,,de,1
Infektionsschutzgesetzes,Infektionsschutzgesetzes,MISC,,,de,1
Corona-Situation,Corona-Situation,MISC,,,de,1
"diesem Jahr ""no…","diesem Jahr ""no…",MISC,,,de,1
Schimmelgefahr.,Schimmelgefahr.,MISC,,,de,1
Novemberwind,Novemberwind,MISC,,,de,1
Der kalte Novemberwind,Der kalte Novemberwind,MISC,,,de,1
EU-Gaspreisdeckel.,EU-Gaspreisdeckel.,MISC,,,de,1
Das große Winter-Zeugnis,Das große Winter-Zeugnis,MISC,,,de,1
Urlaub,Urlaub,MISC,,,de,1
RSV-Welle für unsere Kinder.,RSV-Welle für unsere Kinder.,MISC,,,de,1
Kinder-Intensivstationen,Kinder-Intensivstationen,MISC,,,de,1
Flucht vor Heizkosten,Flucht vor Heizkosten,MISC,,,de,1
Widerstandsgeist seiner Landsleute.,Widerstandsgeist seiner Landsleute.,MISC,,,de,1
Energie-Einsparungen,Energie-Einsparungen,MISC,,,de-DE,1
russische Invasion beschworen…,russische Invasion beschworen…,MISC,,,de,1
Zürcher,Zürcher,MISC,,,de,1
Nord Stream 1,Nord Stream 1,MISC,0.0,0.0,de,1
Jeden Tag,Jeden Tag,MISC,,,de,1
Guantánamo.,Guantánamo.,MISC,,,de,1
Al-Hol-Lager,Al-Hol-Lager,MISC,,,de,1
Misserfolg.,Misserfolg.,MISC,,,de,1
El…,El…,MISC,,,de,1
Neue Regeln und Gesetze,Neue Regeln und Gesetze,MISC,,,de,1
Tote nach Angriffen auf Cherson:,Tote nach Angriffen auf Cherson:,MISC,,,de,1
Kommentare wie Ich,Kommentare wie Ich,MISC,,,de,1
ukrainisches,ukrainisches,MISC,,,de,1
Ukraine-Krieg:,Ukraine-Krieg:,MISC,,,de,1
Gutscheincode kön…,Gutscheincode kön…,MISC,,,de,1
Cyberangrif…,Cyberangrif…,MISC,,,de,1
Ministerium könnten Blackouts,Ministerium könnten Blackouts,MISC,,,de,1
Energiekrise: Bundesregierung,Energiekrise: Bundesregierung,MISC,,,de,1
Tipps & Tricks.,Tipps & Tricks.,MISC,,,de,1
Haa…,Haa…,MISC,,,de,1
Die Preisspirale,Die Preisspirale,MISC,,,de,1
Energiekrise: Streit um,Energiekrise: Streit um,MISC,,,de,1
niedersächsischen,niedersächsischen,MISC,,,de,1
Iran: Darum,Iran: Darum,MISC,,,de,1
MBW 39€,MBW 39€,MISC,,,de,1
deutsches,deutsches,MISC,,,de,1
Energiekrise: Die Kraft der Krise: Wie,Energiekrise: Die Kraft der Krise: Wie,MISC,,,de,1
Kriegs,Kriegs,MISC,,,de,1
NPD-Bezug,NPD-Bezug,MISC,,,de,1
Strommangel in der Schweiz,Strommangel in der Schweiz,MISC,,,de,1
Teuer-Schock,Teuer-Schock,MISC,,,de,1
Mehrwegpflicht.,Mehrwegpflicht.,MISC,,,de,1
HU-Präsidentin,HU-Präsidentin,MISC,,,de,1
FrontDer,FrontDer,MISC,,,de,1
Methan,Methan,MISC,,,de,1
Planet A» von K…,Planet A» von K…,MISC,,,de,1
Ukraine-Krieges,Ukraine-Krieges,MISC,,,de,1
Treffen der EU-Energieminister: Preisdeckel ohne Wumms,Treffen der EU-Energieminister: Preisdeckel ohne Wumms,MISC,,,de,1
Die Energieminister der EU-Länder,Die Energieminister der EU-Länder,MISC,,,de,1
Vermeintliche Flyer,Vermeintliche Flyer,MISC,,,de,1
Idealo-Preisstudie: So viel Sparpotential,Idealo-Preisstudie: So viel Sparpotential,MISC,,,de,1
Umsatztreibâ€¦,Umsatztreibâ€¦,MISC,,,de,1
groÃŸen OnlinehÃ¤ndlern,groÃŸen OnlinehÃ¤ndlern,MISC,,,de,1
Liveticker: +++ 18:24,Liveticker: +++ 18:24,MISC,,,de,1
Biozid-Einleitung.,Biozid-Einleitung.,MISC,,,de,1
Milliarden-Verlust.,Milliarden-Verlust.,MISC,,,de,1
"Die Stimme Berlins
</li><li>","Die Stimme Berlins
</li><li>",MISC,,,de,1
ein Jahr,ein Jahr,MISC,,,de,1
Gas- und Wärme-Kundinnen und Kunden,Gas- und Wärme-Kundinnen und Kunden,MISC,,,de,1
Explosionen,Explosionen,MISC,,,de,1
Manches,Manches,MISC,,,de,1
Die Stimme Berlins.,Die Stimme Berlins.,MISC,,,de,1
Das Erdgas-Paradoxon.,Das Erdgas-Paradoxon.,MISC,,,de,1
Gaspreisbremse:,Gaspreisbremse:,MISC,0.0,0.0,de,1
Krieg in der Ukraine…,Krieg in der Ukraine…,MISC,,,de,1
Corona-Maskenpflicht: Jetzt,Corona-Maskenpflicht: Jetzt,MISC,,,de,1
russischen Kriegs,russischen Kriegs,MISC,,,de,1
Trompetende Glücksvögel: Tausend Kraniche,Trompetende Glücksvögel: Tausend Kraniche,MISC,,,de,1
Trompetenartige Rufe,Trompetenartige Rufe,MISC,,,de,1
Sinochem,Sinochem,MISC,,,de,1
Hohe Gaspreise: Privathaushalte und Betriebe,Hohe Gaspreise: Privathaushalte und Betriebe,MISC,,,de,1
Wintershall-Beteiligung,Wintershall-Beteiligung,MISC,,,de,1
dem Krieg,dem Krieg,MISC,,,de,1
Beyond the obvious: Plötzlich,Beyond the obvious: Plötzlich,MISC,,,de,1
Kr…,Kr…,MISC,0.0,0.0,de,1
Liveticker: +++ 16:02 Kinder und Senioren,Liveticker: +++ 16:02 Kinder und Senioren,MISC,,,de,1
russischen Angriffskrieg,russischen Angriffskrieg,MISC,,,de,1
Vorstandschefin,Vorstandschefin,MISC,,,de,1
Europäischer,Europäischer,MISC,,,de,1
Herr we…,Herr we…,MISC,,,de,1
Der große Zustrom von Kunden,Der große Zustrom von Kunden,MISC,,,de,1
"Ukraine-Krieg  BILD
</li><li>Maschinenbaugipfel: Doppelpass  FAZ","Ukraine-Krieg  BILD
</li><li>Maschinenbaugipfel: Doppelpass  FAZ",MISC,,,de,1
Kommunen: Hilfe zur Selbsthilfe,Kommunen: Hilfe zur Selbsthilfe,MISC,,,de,1
Kalter Winter“:,Kalter Winter“:,MISC,,,de,1
Spiegel“-Gruppe,Spiegel“-Gruppe,MISC,,,de,1
"Spiegel""-Gruppe","Spiegel""-Gruppe",MISC,,,de,1
Dienstagabend he…,Dienstagabend he…,MISC,,,de,1
Dezember-Erstattung,Dezember-Erstattung,MISC,,,de,1
VCI-Präsident,VCI-Präsident,MISC,,,de,1
Warum Heizölkunden,Warum Heizölkunden,MISC,,,de,1
Ostsee-Gaspipelines +++ NATO:,Ostsee-Gaspipelines +++ NATO:,MISC,,,de,1
Dieses Jahr,Dieses Jahr,MISC,,,de,1
Fr…,Fr…,MISC,,,de,1
Wärmflasche gegen Kälte:,Wärmflasche gegen Kälte:,MISC,,,de,1
Berlin to Borders,Berlin to Borders,MISC,,,de,1
Berlin to,Berlin to,MISC,,,de,1
Krieges?,Krieges?,MISC,,,de,1
Beyond the obvious,Beyond the obvious,MISC,,,de,1
Teelichtöfen und Co,Teelichtöfen und Co,MISC,,,de,1
Wohnungsbrände.,Wohnungsbrände.,MISC,,,de,1
ntv.de.,ntv.de.,MISC,,,de,1
Kinder- und Jugendbücher,Kinder- und Jugendbücher,MISC,,,de,1
Mutmaßliche Pipeline-Sabotage.,Mutmaßliche Pipeline-Sabotage.,MISC,,,de,1
Gaspreis-Kommission: Hilfe für Unternehmen,Gaspreis-Kommission: Hilfe für Unternehmen,MISC,,,de,1
Bundesanwaltschaft ermittelt  ,Bundesanwaltschaft ermittelt  ,MISC,,,de,1
Krieges,Krieges,MISC,,,de,1
spanischen,spanischen,MISC,,,de,1
nO,nO,MISC,,,de,1
En…,En…,MISC,,,de,1
Europas Gasinfrastruktur-Betreibern,Europas Gasinfrastruktur-Betreibern,MISC,,,de,1
Pandemiejahren 2020,Pandemiejahren 2020,MISC,,,de,1
schwedische,schwedische,MISC,,,de,1
Die derzeitige Situation,Die derzeitige Situation,MISC,,,de,1
"Höegh Esperanza"": Aufregung","Höegh Esperanza"": Aufregung",MISC,,,de,1
Flüssiggas-Terminalschiff,Flüssiggas-Terminalschiff,MISC,,,de,1
September2022,September2022,MISC,,,de,1
BerlinDer,BerlinDer,MISC,,,de,1
Ve…,Ve…,MISC,,,de,1
Teuer-Krise,Teuer-Krise,MISC,,,de,1
BILD-Telefonaktion,BILD-Telefonaktion,MISC,,,de,1
Sozialminister,Sozialminister,MISC,,,de,1
Sonder-Einheiten,Sonder-Einheiten,MISC,,,de,1
Kälte & Stromausfall:,Kälte & Stromausfall:,MISC,,,de,1
"Morgenüberblick When browsing with ads:
We collect personal data and also transmit it to third-party providers
 that help us improve and finance our digital content.","Morgenüberblick When browsing with ads:
We collect personal data and also transmit it to third-party providers
 that help us improve and finance our digital content.",MISC,,,de,1
Zwölftel-Formel.,Zwölftel-Formel.,MISC,,,de,1
Kommentar.,Kommentar.,MISC,,,de,1
Fl…,Fl…,MISC,,,de,1
Gaskrise: Warum,Gaskrise: Warum,MISC,,,de,1
Fü…,Fü…,MISC,,,de,1
Grundschul-Ländervergleich,Grundschul-Ländervergleich,MISC,,,de,1
NATO-Generalleutna…,NATO-Generalleutna…,MISC,,,de,1
Dienstagabend auf Twitter…,Dienstagabend auf Twitter…,MISC,,,de,1
Gaskonflikt,Gaskonflikt,MISC,,,de,1
Super-Inflation,Super-Inflation,MISC,,,de,1
Energie-Profite,Energie-Profite,MISC,,,de,1
Maybrit Illner.,Maybrit Illner.,MISC,,,de,1
Die Ruhe im Land,Die Ruhe im Land,MISC,,,de,1
NATO-Generalleutnant,NATO-Generalleutnant,MISC,,,de,1
"Heizöl, Strom","Heizöl, Strom",MISC,,,de,1
Kriegsbeginn,Kriegsbeginn,MISC,,,de,1
Tea Time,Tea Time,MISC,,,de,1
britischer,britischer,MISC,,,de,1
Sc…,Sc…,MISC,,,de,1
Der Winter droht dunkel,Der Winter droht dunkel,MISC,,,de,1
Bundesnetzagentur zufo…,Bundesnetzagentur zufo…,MISC,,,de,1
Energiekrieg,Energiekrieg,MISC,,,de,1
"Nachrichten kompakt
Faeser","Nachrichten kompakt
Faeser",MISC,,,de,1
LNG-Frachter,LNG-Frachter,MISC,,,de,1
Kyi…,Kyi…,MISC,,,de,1
Französische,Französische,MISC,,,de,1
Warum Frost,Warum Frost,MISC,,,de,1
Russen verfolg…,Russen verfolg…,MISC,,,de,1
Bullerbü.,Bullerbü.,MISC,,,de,1
Ines auf…,Ines auf…,MISC,,,de,1
Energiekrise: Warum,Energiekrise: Warum,MISC,,,de,1
Denkmäler:,Denkmäler:,MISC,,,de,1
Krieg gegen Russland,Krieg gegen Russland,MISC,,,de,1
Reden …,Reden …,MISC,,,de,1
Sitzheizungen,Sitzheizungen,MISC,,,de,1
Videos,Videos,MISC,,,de,1
Ukraine-Krieg,Ukraine-Krieg,MISC,0.0,0.0,de,1
Gas in Deutschland: Wie viel Erdgas,Gas in Deutschland: Wie viel Erdgas,MISC,,,de,1
Nordstream-Pipeline,Nordstream-Pipeline,MISC,,,de,1
britischen,britischen,MISC,,,de,1
Alarm.,Alarm.,MISC,,,de,1
Der Krieg,Der Krieg,MISC,,,de,1
Krieg in der …,Krieg in der …,MISC,,,de,1
"ol><li>""Rational","ol><li>""Rational",MISC,,,de,1
hessische,hessische,MISC,,,de,1
FrankfurtDer,FrankfurtDer,MISC,,,de,1
Easyjet,Easyjet,MISC,,,de,1
Anschläge auf die,Anschläge auf die,MISC,,,de,1
Gas- und Strompreiskrise:,Gas- und Strompreiskrise:,MISC,,,de,1
schwäbische,schwäbische,MISC,,,de,1
Verschnaufpause an den Gasmärkten:,Verschnaufpause an den Gasmärkten:,MISC,,,de,1
Nord-Stream-Leitungen,Nord-Stream-Leitungen,MISC,,,de,1
Deutschland:,Deutschland:,MISC,0.0,0.0,de,1
Gas-Krise: Wie ich,Gas-Krise: Wie ich,MISC,,,de,1
Gaspreisdeckel light,Gaspreisdeckel light,MISC,,,de,1
Anschläge,Anschläge,MISC,,,de,1
Iron Dome,Iron Dome,MISC,,,de,1
CO₂-Preis,CO₂-Preis,MISC,,,de,1
Berlins Niederlage,Berlins Niederlage,MISC,,,de,1
Energieversorgern.,Energieversorgern.,MISC,,,de,1
"Gaspreisbremse  t-online
</li><li>Energiekrise","Gaspreisbremse  t-online
</li><li>Energiekrise",MISC,,,de,1
BASF-Standort,BASF-Standort,MISC,,,de,1
Liveticker: +++ Generalstaatsanwaltschaft,Liveticker: +++ Generalstaatsanwaltschaft,MISC,,,de,1
Angriffskriegs,Angriffskriegs,MISC,,,de,1
Vorjahre.,Vorjahre.,MISC,,,de,1
Pro Tag,Pro Tag,MISC,,,de,1
iberische,iberische,MISC,,,de,1
"Liveticker: +++ 17:55 ""","Liveticker: +++ 17:55 """,MISC,,,de,1
"Gasnotstand: Acht Fakten,","Gasnotstand: Acht Fakten,",MISC,,,de,1
Das verblüffende Gas-Wunder,Das verblüffende Gas-Wunder,MISC,,,de,1
MidCat,MidCat,MISC,,,de,1
Maskenpflicht.,Maskenpflicht.,MISC,,,de,1
Rettung,Rettung,MISC,,,de,1
Putins Krieg,Putins Krieg,MISC,,,de,1
Russland +++,Russland +++,MISC,,,de,1
Wetter,Wetter,MISC,,,de,1
Angriff auf ukrainische Energienetze: »Dies,Angriff auf ukrainische Energienetze: »Dies,MISC,,,de,1
Auf der Suche nach der verlorenen Zeit«,Auf der Suche nach der verlorenen Zeit«,MISC,,,de,1
Energie-Defensive.,Energie-Defensive.,MISC,,,de,1
Deutschland Sorgen,Deutschland Sorgen,MISC,,,de,1
Defensive.,Defensive.,MISC,,,de,1
Europas Alarmsti…,Europas Alarmsti…,MISC,,,de,1
Anti-Atomkraft-Beschluss,Anti-Atomkraft-Beschluss,MISC,,,de,1
Gassparen,Gassparen,MISC,,,de,1
Ansturm beim Kaminbauer:,Ansturm beim Kaminbauer:,MISC,,,de,1
Sorgen adé?,Sorgen adé?,MISC,,,de,1
CO2-Ausstoß,CO2-Ausstoß,MISC,,,de,1
Ukraine-Krieg: Humanitäre Hilfe: Angst,Ukraine-Krieg: Humanitäre Hilfe: Angst,MISC,,,de,1
Der europäische Gaspreis,Der europäische Gaspreis,MISC,,,de,1
Heizkosten-Explosion: Selbstexperiment: Wie übersteht man kalte Tage ohne Heizung?,Heizkosten-Explosion: Selbstexperiment: Wie übersteht man kalte Tage ohne Heizung?,MISC,,,de,1
Russisches,Russisches,MISC,,,de,1
Angriff getroffen +++,Angriff getroffen +++,MISC,,,de,1
Die Highlights im Video.,Die Highlights im Video.,MISC,,,de,1
Platz.,Platz.,MISC,,,de,1
"Krim-Brücke, doch wir","Krim-Brücke, doch wir",MISC,,,de,1
Gasver…,Gasver…,MISC,,,de,1
Akku in Not?,Akku in Not?,MISC,,,de,1
CO₂-Preis.,CO₂-Preis.,MISC,,,de,1
Akku in Not,Akku in Not,MISC,,,de,1
Demonstrierenden,Demonstrierenden,MISC,,,de,1
Falscher Spargedanke:,Falscher Spargedanke:,MISC,,,de,1
W…,W…,MISC,,,de,1
Proteste auf Konferenz,Proteste auf Konferenz,MISC,,,de,1
Milder Herbst,Milder Herbst,MISC,,,de,1
Daggi,Daggi,MISC,,,de,1
Diktat Deutschlands«,Diktat Deutschlands«,MISC,,,de,1
Gaspreis-Explosion.,Gaspreis-Explosion.,MISC,,,de,1
Krieg Ru…,Krieg Ru…,MISC,,,de,1
Gas-Notlage,Gas-Notlage,MISC,,,de,1
Bundesländern:,Bundesländern:,MISC,,,de,1
Bremer Familie,Bremer Familie,MISC,,,de,1
Bundesländern.,Bundesländern.,MISC,0.0,0.0,de,1
Horror-Szenario,Horror-Szenario,MISC,,,de,1
Energieversorgung: Warten,Energieversorgung: Warten,MISC,,,de,1
LNG-Schiffe auf See,LNG-Schiffe auf See,MISC,,,de,1
No German will freeze,No German will freeze,MISC,,,de,1
Greece,Greece,MISC,,,de,1
Tisch si…,Tisch si…,MISC,,,de,1
So heizt Deutschland.,So heizt Deutschland.,MISC,,,de,1
"DeutschlandFoto: Dirk Sukow,","DeutschlandFoto: Dirk Sukow,",MISC,,,de,1
Abzocke.,Abzocke.,MISC,,,de,1
Abwehrschirm der Bundesregierung,Abwehrschirm der Bundesregierung,MISC,,,de,1
Bundesländer im Vergleich: Wo Gas,Bundesländer im Vergleich: Wo Gas,MISC,,,de,1
Neues Preissystem.,Neues Preissystem.,MISC,,,de,1
"Das Wichtigste in Kürze:
<ul><li>Schweden: Sabotage-Verdacht","Das Wichtigste in Kürze:
<ul><li>Schweden: Sabotage-Verdacht",MISC,,,de,1
Pr…,Pr…,MISC,,,de,1
Himalaya-Kloster: Man,Himalaya-Kloster: Man,MISC,,,de,1
Fo…,Fo…,MISC,,,de,1
UNO-Klimakonferenz in Scharm al-Scheich,UNO-Klimakonferenz in Scharm al-Scheich,MISC,,,de,1
NGO Global 2000,NGO Global 2000,MISC,,,de,1
Liveticker: +++ 05:44 ISW,Liveticker: +++ 05:44 ISW,MISC,,,de,1
ukrainischer Armee,ukrainischer Armee,MISC,,,de,1
Russland-Ukraine-Krieg,Russland-Ukraine-Krieg,MISC,,,de,1
Nacht.,Nacht.,MISC,,,de,1
Kölner,Kölner,MISC,,,de,1
Jahr 2023.,Jahr 2023.,MISC,,,de,1
tauschen.,tauschen.,MISC,,,de,1
Globale CO2-Emissionen,Globale CO2-Emissionen,MISC,,,de,1
Ahrtal-Katastrophe.,Ahrtal-Katastrophe.,MISC,,,de,1
Winter: Warum,Winter: Warum,MISC,,,de,1
diesem Jahr jeden,diesem Jahr jeden,MISC,,,de,1
Heiztechnologien infrag…,Heiztechnologien infrag…,MISC,,,de,1
Internet.,Internet.,MISC,,,de,1
V…,V…,MISC,,,de,1
UN-Weltklimakonferenz: Treibhausgas-Ausstoß,UN-Weltklimakonferenz: Treibhausgas-Ausstoß,MISC,,,de,1
bn Tbbuxjolmfs Ebnn/,bn Tbbuxjolmfs Ebnn/,MISC,,,de,1
jtu c…,jtu c…,MISC,,,de,1
genial,genial,MISC,,,de,1
Monat De…,Monat De…,MISC,,,de,1
Thermostat FritzDECT,Thermostat FritzDECT,MISC,,,de,1
Golden Sun Basmati Reis”,Golden Sun Basmati Reis”,MISC,,,de,1
österreichischer,österreichischer,MISC,,,de,1
Är…,Är…,MISC,,,de,1
Gasnetz.,Gasnetz.,MISC,,,de,1
Staatsschutzes,Staatsschutzes,MISC,,,de,1
Pipelines Nord Stream 1,Pipelines Nord Stream 1,MISC,,,de,1
Betriebslizenz,Betriebslizenz,MISC,,,de,1
Das Berliner Gasnetz,Das Berliner Gasnetz,MISC,,,de,1
Golden Sun Langkorn Spitzenreis”,Golden Sun Langkorn Spitzenreis”,MISC,,,de,1
"Vollzeit-Stellen füllen"".","Vollzeit-Stellen füllen"".",MISC,,,de,1
Rückrufaktion f… Schimmel-Alarm: Lidl,Rückrufaktion f… Schimmel-Alarm: Lidl,MISC,,,de,1
Golden Sun…,Golden Sun…,MISC,,,de,1
Energiepreiskrise: Soforthilfe für Gas- und Fernwärmekunden,Energiepreiskrise: Soforthilfe für Gas- und Fernwärmekunden,MISC,,,de,1
Mega-Blackout,Mega-Blackout,MISC,,,de,1
"Gaspreis, Deutschland","Gaspreis, Deutschland",MISC,,,de,1
AVM FritzDECT,AVM FritzDECT,MISC,,,de,1
Preis für Heizöl,Preis für Heizöl,MISC,,,de,1
WELT-Reporter,WELT-Reporter,MISC,,,de,1
Deutsch: Ihr seid nicht,Deutsch: Ihr seid nicht,MISC,,,de,1
Energiepauschale: Verwirrung,Energiepauschale: Verwirrung,MISC,,,de,1
Mildes Wetter,Mildes Wetter,MISC,,,de,1
Ampel.,Ampel.,MISC,,,de,1
Corona-Pandemie,Corona-Pandemie,MISC,,,de,1
Entlastungsmaßnahmen.,Entlastungsmaßnahmen.,MISC,,,de,1
Strom- und Gaspreisbremse:,Strom- und Gaspreisbremse:,MISC,,,de,1
Länder-Ministerpräsidentenkonf…,Länder-Ministerpräsidentenkonf…,MISC,,,de,1
Bewertungseffekte,Bewertungseffekte,MISC,,,de,1
Rückst…,Rückst…,MISC,,,de,1
Aktu…,Aktu…,MISC,,,de,1
"Heizöl, Gas und Pellets","Heizöl, Gas und Pellets",MISC,,,de,1
Ukraine-Kriegs,Ukraine-Kriegs,MISC,0.0,0.0,de,1
Energiepreiskrise: Preis,Energiepreiskrise: Preis,MISC,,,de,1
Gasspeicherung.,Gasspeicherung.,MISC,,,de,1
Wetter: Es,Wetter: Es,MISC,,,de,1
"Ukraine,","Ukraine,",MISC,,,de,1
Deutsche Gas-Kommission,Deutsche Gas-Kommission,MISC,,,de,1
"NACHRICHTEN
</li><li>Strom-","NACHRICHTEN
</li><li>Strom-",MISC,,,de,1
"WEB.DE News
</li><li>","WEB.DE News
</li><li>",MISC,,,de,1
O bis O,O bis O,MISC,,,de,1
MPK,MPK,MISC,,,de,1
Aggressive El…,Aggressive El…,MISC,,,de,1
Winters,Winters,MISC,,,de,1
Papier,Papier,MISC,,,de,1
Aufklärungsmission  ,Aufklärungsmission  ,MISC,,,de,1
Nord-Stream-Lecks:,Nord-Stream-Lecks:,MISC,,,de,1
Energie-Entlastung,Energie-Entlastung,MISC,,,de,1
Ukraine-Krieg.,Ukraine-Krieg.,MISC,,,de,1
Licht aus!,Licht aus!,MISC,,,de,1
"Spartricks, die nichts","Spartricks, die nichts",MISC,,,de,1
Dezember-Abschlagszahlungen,Dezember-Abschlagszahlungen,MISC,,,de,1
Lissek.,Lissek.,MISC,,,de,1
Doppel-Wumms gegen den,Doppel-Wumms gegen den,MISC,,,de,1
leerâ€¦,leerâ€¦,MISC,,,de,1
Gaspreisbremse für alle Verbraucheri…,Gaspreisbremse für alle Verbraucheri…,MISC,,,de,1
Gaskrise: Viele HeilbÃ¤der,Gaskrise: Viele HeilbÃ¤der,MISC,,,de,1
"Print-Magazin
werbefrei &amp;","Print-Magazin
werbefrei &amp;",MISC,,,de,1
Gaskonzern: Brief an die Bundesregierung: NGOs,Gaskonzern: Brief an die Bundesregierung: NGOs,MISC,,,de,1
Uniper.,Uniper.,MISC,,,de,1
Uniper-Aktionäre,Uniper-Aktionäre,MISC,,,de,1
werden?</li><li>,werden?</li><li>,MISC,,,de,1
Statistik:,Statistik:,MISC,,,de,1
ukrainischer,ukrainischer,MISC,,,de,1
"Der feuerrote, produktive Kern","Der feuerrote, produktive Kern",MISC,,,de,1
Skisprung-Weltcup,Skisprung-Weltcup,MISC,,,de,1
Im Jahr 2021,Im Jahr 2021,MISC,,,de,1
Ukrainekrieges,Ukrainekrieges,MISC,,,de,1
COP27: Kein gutes Klima.,COP27: Kein gutes Klima.,MISC,,,de,1
Corona-Jahr,Corona-Jahr,MISC,,,de,1
Anschluss,Anschluss,MISC,,,de,1
Wright Apologizes After Promoting Antisemitic Views.,Wright Apologizes After Promoting Antisemitic Views.,MISC,,,de,1
Wright,Wright,MISC,,,de,1
Saturday for promoting antisemitic views,Saturday for promoting antisemitic views,MISC,,,de,1
Klimakonferenz in Ägypten: Der Gastgeber,Klimakonferenz in Ägypten: Der Gastgeber,MISC,,,de,1
COP27,COP27,MISC,0.0,0.0,de,1
afrikanischen,afrikanischen,MISC,,,de,1
ägyptischen,ägyptischen,MISC,,,de,1
Marie-Agnes,Marie-Agnes,MISC,,,de,1
Energiespar-Trick:,Energiespar-Trick:,MISC,,,de,1
Frauengold: Liebe,Frauengold: Liebe,MISC,,,de,1
"Hand aufs Herz, liebe Mütter und Väter.","Hand aufs Herz, liebe Mütter und Väter.",MISC,,,de,1
Gaspreisbremse-Kommission,Gaspreisbremse-Kommission,MISC,,,de,1
Thermo-Hygrometer k…,Thermo-Hygrometer k…,MISC,,,de,1
E-Control-Vorstand,E-Control-Vorstand,MISC,,,de,1
Steckdose.,Steckdose.,MISC,,,de,1
Demn…,Demn…,MISC,,,de,1
Trio I…,Trio I…,MISC,,,de,1
Papier-Trick.,Papier-Trick.,MISC,,,de,1
Polizei.,Polizei.,MISC,,,de,1
Deutschland: Sinken,Deutschland: Sinken,MISC,,,de,1
"| tagesschau.de  tagesschau.de
</li><li>""Noch","| tagesschau.de  tagesschau.de
</li><li>""Noch",MISC,,,de,1
ungarischen,ungarischen,MISC,,,de,1
Bomben-Schaden,Bomben-Schaden,MISC,,,de,1
Naturschutz: Herbst,Naturschutz: Herbst,MISC,,,de,1
Uno-Klimagespräche im vergangenen Jahr,Uno-Klimagespräche im vergangenen Jahr,MISC,,,de,1
Treffen derEU-Chef:innen,Treffen derEU-Chef:innen,MISC,,,de,1
Deckel.,Deckel.,MISC,,,de,1
Krieg gegen die Ukraine,Krieg gegen die Ukraine,MISC,,,de,1
nächsten Jahr 30,nächsten Jahr 30,MISC,,,de,1
CC BY-SA 4.0,CC BY-SA 4.0,MISC,,,de,1
russische Krieg,russische Krieg,MISC,,,de,1
AVM,AVM,MISC,,,de,1
